,review,point,date,ingre,token_review
356,SFESDGDFHFKGJLGHJHLJDSGSDHJDF,5,2017-02-01,프로폴리스,[]
357,ㄱㅅㄱㅅㄱㅈㄱㄷㄱㅈㄱㅇㄱㅅㄱㄷㄱㅈㄱㅎㄱㄷㄱㅈㄱㅈㄱㅈㄱㅅㄱㅅㄱㅅㄱㅅㄱㅈㄱㅈㄱㅈㄱㅈ,5,2017-02-01,프로폴리스,[]
358,앰플은 처음 써보는데 맘에 들어요 이가격에 세개나 살수있다니 놀랬어요 가격대비 품질굿입니당,5,2017-02-01,프로폴리스,"['앰플', '은', '처음', '써', '보는데', '맘', '에', '들어요', '이', '가격', '에세', '개', '나', '살수', '있다니', '놀랬어요', '가격', '대비', '품질', '굿', '입니당']"
359,한 번에 3가지 세럼을 저렴한 가격을 구입해서 좋아요,5,2017-02-01,프로폴리스,"['한번', '에가', '지세', '럼', '을', '저렴한', '가격', '을', '구입', '해서', '좋아요']"
360,다양하게 써볼수있어서 좋네요 저렴하고ㅋ,4,2017-02-02,프로폴리스,"['다양하게', '써', '볼수있어서', '좋네요', '저렴하고']"
361,수분앰플은 좋은데 주름앰플은 너무 끈적거려서 화장할땐 못하겠어요,3,2017-02-02,프로폴리스,"['수분', '앰플', '은', '좋은데', '주름', '앰플', '은', '너무', '끈', '적거려', '서화', '장할', '땐', '못', '하겠어요']"
362,"미백과 주름은 기본이고 탄력,생기,보습을 준다니 꾸준히 써봐야 될 것 같아요. 이전까지는 나이트리페어를 썼는데 이젠 업그레이드가 됐나봐요. 기대되네요",4,2017-02-02,프로폴리스,"['미백', '과', '주름', '은', '기본', '이고', '탄력', '생기', '보습', '을', '준다니', '꾸준히', '써', '봐야', '될것', '같아요', '이전', '까지는', '나이트', '리페', '어', '를', '썼는데', '이', '젠', '업그레이드', '가', '됐나', '봐', '요기', '대', '되네요']"
363,3가지 다써볼게요,5,2017-02-02,프로폴리스,"['가지', '다', '써', '볼게요']"
364,선물 받은 느낌?^^하나 씩 골고루 주문했어요너무 기분 좋고 사용할 때 마다 뿌듯하네요저렴해서 맘 놓고 사용중이예요좋습니다,4,2017-02-02,프로폴리스,"['선물', '받은', '느낌', '하나', '씩', '골고루', '주문', '했어요', '너', '무기', '분', '좋고사', '용할', '때', '마다', '뿌듯하네요', '저렴해서', '맘', '놓고', '사용', '중', '이예', '요', '좋습니다']"
365,배송도 빠르고 싸게 샀습니다.오일 살까 고민하다 저렴하게 이 앰플로 구매 결심했어요.아직 한번밖에 안써봤지만 사용감은 좋아요~트러블도 없는것 같구요~많이 파세요~~,5,2017-02-02,프로폴리스,"['배송', '도', '빠르고', '싸게', '샀습니다', '오일', '살까', '고민', '하', '다', '저렴하게이', '앰', '플로', '구매', '결심', '했어요', '아직', '한번', '밖에', '안', '써', '봤지만', '사용', '감은', '좋아요', '트러블', '도', '없는것', '같구요', '많이', '파세요']"
366,좋다고들해서 사봤어요~,5,2017-02-03,프로폴리스,"['좋다고', '들', '해서', '사봤어요']"
367,저렴하니 양도많고 듬뿍발라 보습합니다.잘쓸께요.배송빨라요.,3,2017-02-03,프로폴리스,"['저렴하니', '양도', '많고', '듬뿍', '발', '라보', '습합니다', '잘쓸께요', '배송', '빨라요']"
368,굿,4,2017-02-04,프로폴리스,['굿']
369,아직사용전이지만 기대가 큽니다. 잘 써볼께요,5,2017-02-04,프로폴리스,"['아직', '사용', '전이', '지만', '기', '대가', '큽니다', '잘써', '볼께요']"
370,저렴하게 잘샀어요,5,2017-02-05,프로폴리스,"['저렴하게잘', '샀어요']"
371,예전보다 피부가 처지는 것 같고 칙칙해서 탱글탱글 어린피부 유지를 도와줍니다.,5,2017-02-05,프로폴리스,"['예전', '보다', '피부', '가', '처지는것', '같고', '칙칙해서', '탱글탱글', '어린', '피부', '유지', '를', '도와줍니다']"
372,오늘 날씨 어때요 우리 누나가 초등학교 다닐 것 같아서 좀 많이 사랑해 주세요 우리 누나가 초등학교 다닐 것,5,2017-02-06,프로폴리스,"['오늘날', '씨', '어때요', '우리', '누나', '가', '초등학교', '다닐것', '같아서', '좀', '많이', '사랑', '해주세요', '우리', '누나', '가', '초등학교', '다닐것']"
373,ㅗㅎ러ㅓㅎㅎㅎ,5,2017-02-06,프로폴리스,['러']
374,써보고 싶었던 제품을 저렴하게 잘 구매했습니다.,5,2017-02-07,프로폴리스,"['써', '보고싶었던', '제품', '을', '저렴하게잘', '구매', '했습니다']"
375,프로폴리스는 다른 곳은 좀 가격이 왔다갔다 인데여기는 안 그렇고 좋아요~,5,2017-02-07,프로폴리스,"['프로폴리스', '는', '다른', '곳', '은', '좀', '가격', '이', '왔다', '갔다인데', '여기는안', '그렇고', '좋아요']"
376,여기가 제일 저렴하고 좋아요~,5,2017-02-07,프로폴리스,"['여기', '가', '제일', '저렴하고', '좋아요']"
377,한개가격에앰플3개를받다뉘ㅎ바르고나면끈적거림이좀있네요찐득찐득~,5,2017-02-07,프로폴리스,"['한개', '가격', '에', '앰플', '개', '를', '받다', '뉘', '바르고나면', '끈', '적거', '림', '이', '좀있네요', '찐득찐득']"
378,3개라 듬뿍바를수있어 좋아요 또 이런기회있음 재구매요,5,2017-02-08,프로폴리스,"['개', '라', '듬뿍', '바를수있어', '좋아요', '또', '이런', '기회', '있음', '재구매', '요']"
379,좋아요^^,5,2017-02-08,프로폴리스,['좋아요']
380,싸이닉앰플첨써보는데너무좋네여 수분감이좀부족하신분들은앰플바르고 쓰던수분크림바르시면 짱일듯,5,2017-02-08,프로폴리스,"['싸이', '닉앰', '플', '첨', '써', '보는데', '너무', '좋네', '여수', '분', '감', '이', '좀', '부족하', '신분', '들', '은', '앰', '플', '바르고', '쓰던', '수분크림', '바르시면', '짱', '일듯']"
381,단골쿠폰 받아서 저렴하게 샀어요.당장 효과를 보이는 건 아니라 꾸준히 사용해볼까 합니다.,4,2017-02-09,프로폴리스,"['단골', '쿠폰', '받아서', '저렴하게', '샀어요', '당장', '효과', '를', '보이는건', '아니라', '꾸준히', '사용', '해볼까', '합니다']"
382,더써봐야알듯,5,2017-02-09,프로폴리스,"['더', '써', '봐야', '알듯']"
383,엄마랑 나눠 쓰고잇어요가격대비 넘 좋네여,5,2017-02-10,프로폴리스,"['엄마', '랑', '나눠', '쓰고', '잇어요', '가격', '대비', '넘', '좋네', '여']"
384,싼가격에 막 쓸 수 있어서 좋아요~,4,2017-02-11,프로폴리스,"['싼', '가격', '에', '막', '쓸수있어서', '좋아요']"
385,뭘 쓸지 고민할 필요없이 세개다 써볼수있어서 좋네요.쿠폰 덕분에 싸게 사서 더 좋구요,5,2017-02-11,프로폴리스,"['뭘', '쓸지', '고민', '할', '필요없', '이세', '개', '다', '써', '볼수있어서', '좋네요', '쿠폰', '덕분', '에', '싸게사', '서더', '좋구요']"
386,가격대비훌륭합니다 물론 바로 흡수되진 않지만 톡톡 두드려주면 흡수 잘됩니다 재구매의사 백프로,5,2017-02-12,프로폴리스,"['가격', '대비', '훌륭합니다', '물론', '바로', '흡수', '되진', '않지만', '톡톡', '두드려주면', '흡수', '잘', '됩니다', '재구매', '의사', '백프로']"
387,싸고 배송도 빠르네요 많이파세요,5,2017-02-12,프로폴리스,"['싸고', '배송', '도', '빠르네요', '많이', '파세요']"
388,앰플두 이제품두 처음 써보는거에여 아침저녁 열심히 쓰구있어여 무슨 차이가 있는지는 모르겠지만 바르는순간은 좋네여,4,2017-02-12,프로폴리스,"['앰', '플', '두', '이', '제품', '두', '처음', '써', '보는거', '에여', '아침', '저녁', '열심히', '쓰구', '있어여', '무슨', '차이', '가', '있는지는', '모르겠지만', '바르는', '순간', '은', '좋네', '여']"
389,싸이닉정말좋네용.ㅋㅋㅋ가성비짱!!!앰플3개다쫀뜩하고촉촉해용!!피부에도부담없이잘스며들어요.피부가매끈해질거같아요.ㅋㅋㅋㅋ세통돌아가면서다？㎱뻑㎢짼洑퓟寬〉풉綬？.ㅋㅋㅋ,5,2017-02-13,프로폴리스,"['싸이', '닉', '정말', '좋네', '용', '가', '성비', '짱', '앰플개다쫀뜩', '하고', '촉촉해용', '피부', '에도', '부담', '없이', '잘', '스며들어요', '피부', '가', '매끈해질', '거', '같아요', '세통', '돌아가면', '서다', '뻑짼퓟', '풉']"
390,잘 샀어요. 성분도 나쁘지 않은 것 같고 크게 트러블 나거나 하지도 않고 무난합니다. 이제야 마지막 한 통을 쓰고 있네요. ㅋㅋ,4,2017-02-14,프로폴리스,"['잘', '샀어요', '성분', '도', '나쁘지', '않은것', '같고', '크게', '트러블', '나', '거나', '하', '지도', '않', '고무', '난합니다', '이제야', '마지막', '한', '통', '을', '쓰고있네요']"
391,아직 사용하진 않았디만.. 이거말고 다른제품도 샀는데 묶음배송으로 사서 그런지 열두개 주셨더라구여.. 이럴줄알았으면 따로따로 구매하는건데... ㅠ 많이 파세여,2,2017-02-14,프로폴리스,"['아직', '사용', '하진', '않았디', '만이', '거', '말고', '다른', '제품', '도', '샀는데', '묶음', '배송', '으로', '사서', '그런', '지열', '두', '개주셨더라', '구', '여', '이럴줄', '알았으면', '따로따로', '구매', '하', '는', '건데', '많이', '파세여']"
392,너무 좋아요..가격도 저렴하고 피부상태따라 앰플 골라써요. 담에도 사고싶어요.^^,5,2017-02-16,프로폴리스,"['너무', '좋아요', '가격', '도', '저렴하고', '피부', '상태', '따라', '앰', '플', '골라', '써', '요담', '에도', '사고싶어요']"
393,저렴하게 팔길래 구입해봤어요~ 괜찮은거 같네요,3,2017-02-16,프로폴리스,"['저렴하게', '팔길래', '구입', '해봤어요', '괜찮은', '거', '같네요']"
394,금방쓰네요,4,2017-02-18,프로폴리스,"['금방', '쓰네요']"
395,펩타이드 앰플로만 구입한 줄 알았습니다. 3총사가 왔네요,4,2017-02-18,프로폴리스,"['펩타이드', '앰', '플로', '만', '구입', '한', '줄', '알았습니다', '총사', '가', '왔네요']"
396,만족합니다,4,2017-02-18,프로폴리스,['만족합니다']
397,저럼한 가격에 싸게 구입했어요 트러블도 안생기고 좋아요,5,2017-02-20,프로폴리스,"['저럼', '한', '가격', '에', '싸게', '구입', '했어요', '트러블', '도안', '생기', '고', '좋아요']"
398,비타민100은 제피부에 안맞음 펩타 앰플은 좋아요,3,2017-02-21,프로폴리스,"['비타민', '은', '제', '피부', '에', '안', '맞음', '펩타앰플', '은', '좋아요']"
399,가격이 저렴해서 사봤는데 저는 사용시 얼굴 따끔거림이 있네요,4,2017-02-21,프로폴리스,"['가격', '이', '저렴해서', '사봤는데', '저', '는', '사용', '시', '얼굴', '따끔', '거림', '이', '있네요']"
400,저렴하게 구매했네요,5,2017-02-21,프로폴리스,"['저렴하게', '구매', '했네요']"
401,배송 빠르고 제품 정말 좋네요. 잘쓰고 있습니다.,5,2017-02-21,프로폴리스,"['배송', '빠르고', '제품', '정말', '좋네요', '잘쓰고있습니다']"
402,아직 써보진 않았지만 트러블이 없어서 항상 싸이닉 믿고 구매해요~^^!!,4,2017-02-21,프로폴리스,"['아직', '써', '보진', '않았지만', '트러블', '이', '없어서', '항상', '싸이', '닉', '믿고구', '매해', '요']"
403,ㅇㅂㅁㅂㅇㅂㅁㅂㅇㅂㅇㅂㅇㅂ,3,2017-02-21,프로폴리스,[]
404,싸게산거같은데 좋은지는써봐야알것같네요ㄱㅣ대하고있습니다,5,2017-02-21,프로폴리스,"['싸게', '산거', '같은데', '좋은지는', '써', '봐야', '알것', '같네요', '대하', '고', '있습니다']"
405,"필링은 써보고 괜찮은 듯해서 재구매하고 요즘 핫한 프로폴리스,펩타이드앰플과 비타민까지 구매했어요ㅋ사은품도 푸짐하게 주고~역시 싸이닉 좋아요ㅋ",4,2017-02-21,프로폴리스,"['필링', '은', '써', '보고', '괜찮은', '듯', '해서', '재구', '매하', '고', '요즘', '핫', '한', '프로폴리스', '펩타이드', '앰', '플', '과', '비타민', '까지', '구매', '했어요', '사은', '품도', '푸', '짐하게', '주고', '역시', '싸이', '닉', '좋아요']"
406,싸이닉 여러가지 제품 사용중입니다 늘 좋다고 생각해요,5,2017-02-22,프로폴리스,"['싸이', '닉', '여러가지', '제품', '사용', '중', '입니다', '늘', '좋다고', '생각', '해', '요']"
407,완전좋아용^.^!!,5,2017-02-22,프로폴리스,"['완전', '좋아용']"
408,싸게샀어요,3,2017-02-22,프로폴리스,"['싸게', '샀어요']"
409,배송 빨라서 좋아요구매후기 보고 구매했어요,2,2017-02-22,프로폴리스,"['배송', '빨', '라서', '좋아요', '구매', '후기', '보고', '구매', '했어요']"
410,리뷰보고 18일 주문했는데 21일 도착헸어요,2,2017-02-22,프로폴리스,"['리뷰', '보고', '일', '주문', '했는데', '일', '도착', '헸', '어', '요']"
411,완전 싸게 잘삿어요 ㅋ 앰플 짱,5,2017-02-22,프로폴리스,"['완전', '싸게잘', '삿어요앰플', '짱']"
412,배송 빠르네요댓글보고 구매 했는데 후회하지 않는 제품이었으면 좋겠네요,2,2017-02-22,프로폴리스,"['배송', '빠르네요', '댓글', '보고', '구매', '했는데', '후회', '하', '지', '않는', '제품', '이었으면', '좋겠네요']"
413,다써가서 다시주문했음,3,2017-02-22,프로폴리스,"['다', '써가서', '다시', '주문', '했음']"
414,항상사용하는제품인데 건성인 제 피부에도 촉촉하고 깔끔하니 굿~~~,5,2017-02-22,프로폴리스,"['항상', '사용', '하', '는', '제품', '인데', '건성', '인제', '피부', '에도', '촉촉하고', '깔끔하니', '굿']"
415,역시 싸이닉 행사때 항상 사쟁여놓는데 싸이닉 기초는 다 좋은거같아요,5,2017-02-22,프로폴리스,"['역시', '싸이', '닉', '행사', '때항', '상사', '쟁', '여', '놓는데', '싸이', '닉', '기초', '는', '다', '좋은', '거', '같아요']"
416,대용량에~~사용하기 넘 좋아요~~이거 하나만 쓰기는 머하고 ~~많이 건조한 편이라 스킨 바르고 이제품 바르고~~로션 이렇게 에센스처럼 사용하니 넘 좋습니다~,5,2017-02-23,프로폴리스,"['대', '용량', '에', '사용', '하기', '넘', '좋아요', '이', '거', '하', '나', '만', '쓰기', '는', '머', '하고많이', '건조', '한편', '이라', '스킨', '바르고이', '제품', '바르고', '로션', '이렇게', '에센스', '처럼', '사용', '하', '니', '넘', '좋습니다']"
417,좋아요 사용도 편하고여러모로 괜찮아요 가격도 저렴해서 특히 좋아요저는 맘에 들어요,5,2017-02-23,프로폴리스,"['좋아요', '사용', '도편', '하고', '여러', '모로', '괜찮아요', '가격', '도', '저렴해서', '특히', '좋아요', '저', '는', '맘', '에', '들어요']"
418,상품 주문하고 정말 빨리 왔어요. 만족해요,5,2017-02-23,프로폴리스,"['상품', '주문', '하고', '정말', '빨리', '왔어요', '만족해요']"
419,화장품 잘 안바르시던 아빠도 허니올인원 한번 써보시고 이것만 발라요!!!!!,5,2017-02-23,프로폴리스,"['화장품', '잘', '안', '바르시던', '아빠', '도', '허니', '올인원', '한번', '써', '보시', '고이', '것', '만발', '라', '요']"
420,싼이유가 있습니다 그냥저냥 많이 필요하시면 쓰세요..그마저도 피부가 약하고 예민하면 대부분의 제품이 따갑습니다,3,2017-02-23,프로폴리스,"['싼', '이유', '가', '있습니다', '그냥', '저', '냥', '많이', '필요하시면', '쓰세요', '그', '마저', '도', '피부', '가약', '하고', '예민하면', '대부분', '의', '제품', '이', '따갑습니다']"
421,"발리는감이 좋아요. 매끈거리면서도 끈적거림이 없어요. 향도 은은하고 촉촉함도 오래 가고 좋아요. 로션,스킨 생략하고 이거 하나만 바른답니다.",5,2017-02-23,프로폴리스,"['발리는', '감', '이', '좋아요', '매끈', '거리', '면', '서도', '끈', '적거', '림', '이', '없어요', '향', '도', '은은하고', '촉촉함', '도오', '래', '가고', '좋아요', '로션', '스킨', '생략', '하고', '이', '거', '하', '나', '만', '바른답니다']"
422,저렴한가격에 너무 잘샀어요,5,2017-02-23,프로폴리스,"['저렴한', '가격', '에', '너무', '잘', '샀어요']"
423,"지난번에 아이크림이 생각보다 괜찮아서, 이번에 앰플을 주문했어요. 근데 생각보다 아무런 기능이 없네요ㅎㅎ 그냥 목에 바르는 용으로 사용하려고요;;",2,2017-02-23,프로폴리스,"['지난번', '에', '아이', '크림', '이', '생각', '보다', '괜찮아서', '이번', '에', '앰플', '을', '주문', '했어요', '근데', '생각', '보다', '아무런', '기능', '이', '없네요', '그냥', '목', '에', '바르는', '용으', '로사', '용하려고요']"
424,촉촉하니 좋아요,4,2017-02-23,프로폴리스,"['촉촉하니', '좋아요']"
425,상품평 보고 구매했습니다더 써봐야 알겠지만 제품은 괜찮아 보이네요.,5,2017-02-23,프로폴리스,"['상품', '평보', '고', '구매', '했습니다', '더', '써', '봐야', '알겠지만', '제품', '은', '괜찮아', '보이네요']"
426,기대돠요,3,2017-02-23,프로폴리스,"['기', '대', '돠', '요']"
427,제조일자가 161118로 좋구요 포장도 배송도 모두 굳! 열심히 사용해볼께요~,5,2017-02-23,프로폴리스,"['제', '조', '일', '자가', '로', '좋구요', '포장', '도', '배송', '도모', '두', '굳', '열심히', '사용', '해볼께요']"
428,가격대비 너무 좋아요. 덕용이라 넉넉하니 쓰고 있어요. 발림도 좋고 매끈거리며 끈적임도 없어요.,5,2017-02-23,프로폴리스,"['가격', '대비', '너무', '좋아요', '덕용', '이라', '넉넉하니', '쓰고있어요', '발림', '도', '좋고', '매끈', '거리', '며', '끈', '적임', '도', '없어요']"
429,싸이니 가격 착하고 사용해보니 피부 트러불없네요 다사용하고 재주문 하겠습니다,5,2017-02-23,프로폴리스,"['싸이니', '가격', '착하고', '사용', '해보니', '피', '부트', '러불', '없네요', '다사', '용하', '고재', '주문', '하겠습니다']"
430,싸이닉 폅타이드+비타민 가격이 11번가 제일 저렵하네요 포인트 마일리지 카드할인까지 거기다 덤으로 마스크팩 완전대박 오자마자 마스크팩 피부가 윤기가 나네요,5,2017-02-23,프로폴리스,"['싸이', '닉', '폅', '타', '이드', '비타민', '가격', '이', '번가', '제일', '저', '렵', '하네요', '포인트', '마일리지', '카드', '할인', '까지', '거기', '다', '덤', '으로', '마스크', '팩', '완전', '대박', '오', '자마자', '마스크', '팩', '피부', '가', '윤기', '가나', '네', '요']"
431,싸이닉 잘사용하고 있는데 마침 앰플이 떨어져서 이벤트 안하나 싶었는데 딱 맞춰서 이벤트를하네요 잘 쓸게요~~,5,2017-02-23,프로폴리스,"['싸이', '닉', '잘사', '용하고있는데', '마침', '앰플', '이', '떨어져서', '이벤트', '안하나싶었는데', '딱', '맞춰서', '이벤트', '를', '하네요', '잘쓸게요']"
432,생각보다 묽은데 바르고 나면 엄청 쫀쫀해요.용량도 지겹지 않을 정도로 딱 좋은 것 같고가격대비 기대 이상이네요.,4,2017-02-24,프로폴리스,"['생각', '보다', '묽은데', '바르고나면', '엄청', '쫀쫀', '해', '요', '용량', '도', '지겹지', '않을', '정도', '로', '딱좋은', '것', '같고', '가격', '대', '비기대', '이상', '이네', '요']"
433,잘 샀어요 펌핑 너무 편해요,4,2017-02-24,프로폴리스,"['잘', '샀어요', '펌핑', '너무', '편해요']"
434,많이파세요,5,2017-02-24,프로폴리스,"['많이', '파세요']"
435,받자마자 바로 사용해보니 보습은 좋은것 같아요.,4,2017-02-24,프로폴리스,"['받자마자', '바로', '사용', '해보니', '보습', '은', '좋은', '것', '같아요']"
436,좋아요~^^,5,2017-02-24,프로폴리스,['좋아요']
437,매번쓰는앰플 좋음,5,2017-02-24,프로폴리스,"['매번', '쓰는', '앰', '플', '좋음']"
438,갈색앰플 단종되서 대체품으로 쓰는데 정말 좋음향 양 질 돈 모두 만족싸이닉은 5년째 애용중임,5,2017-02-25,프로폴리스,"['갈색', '앰', '플', '단종', '되서', '대체', '품', '으로', '쓰는데', '정말', '좋', '음향', '양질', '돈', '모두', '만족', '싸이', '닉', '은', '년', '째', '애용', '중임']"
439,두 번째 사용중확실히 피부가 환해지는 느낌~~~♡,5,2017-02-25,프로폴리스,"['두번째', '사용', '중', '확실히', '피부', '가', '환해지는', '느낌']"
440,저렴한 가격에 좋으네요.겔타입으로 생각한 앰플은 아니에요.,2,2017-02-25,프로폴리스,"['저렴한', '가격', '에', '좋으네요', '겔', '타입', '으로', '생각', '한', '앰플', '은', '아니에요']"
441,비타민앰플 넘좋아요세트구입인데 앰플이라그런지 촉촉하고 흡수 빨라요.가성비 최고!추천합니다. ^^,5,2017-02-25,프로폴리스,"['비타민', '앰', '플', '넘', '좋아요', '세트', '구입', '인데', '앰플', '이라', '그런지', '촉촉하고', '흡수', '빨라', '요가', '성비', '최고', '추천', '합니다']"
442,시중보다 훨씬 저렴한가격에 구매햇어요..앞으로 꾸준히 애용할 께요!! 번창하세요!여러모로 강추입니다.,5,2017-02-25,프로폴리스,"['시중', '보다', '훨씬', '저렴한', '가격', '에', '구매', '햇', '어', '요', '앞', '으로', '꾸준히', '애용', '할께요', '번창', '하세요', '여러', '모로', '강추', '입니다']"
443,리뷰좋아서구매했읍니다.제피부와맞았으면좋겠네요,5,2017-02-25,프로폴리스,"['리뷰', '좋아서', '구매', '했', '읍니', '다', '제', '피부', '와', '맞았으면', '좋겠네요']"
444,신랑이 쬐금 별로라 합니다.본인피부에는 안맞나봅니다ㅠ,2,2017-02-25,프로폴리스,"['신랑', '이', '쬐', '금', '별로', '라합', '니', '다', '본인', '피부', '에는', '안', '맞나', '봅니다']"
445,시중보다 훨씬 저렴한가격에 구매햇어요..앞으로 꾸준히 애용할 께요!! 번창하세요!여러모로 강추입니다.,5,2017-02-25,프로폴리스,"['시중', '보다', '훨씬', '저렴한', '가격', '에', '구매', '햇', '어', '요', '앞', '으로', '꾸준히', '애용', '할께요', '번창', '하세요', '여러', '모로', '강추', '입니다']"
446,기초때 발라주면 좋네요. 근데 막 엄청 좋은지는 잘모르겠음....,4,2017-02-25,프로폴리스,"['기초', '때', '발라주면', '좋네요', '근데', '막', '엄청', '좋은지는', '잘', '모르겠음']"
447,조아요,4,2017-02-25,프로폴리스,['조아요']
448,좋아열,3,2017-02-25,프로폴리스,"['좋아', '열']"
449,잘 쓰고 있어요,5,2017-02-25,프로폴리스,['잘쓰고있어요']
450,이거 싸고 너무 좋아요 잘쓸게요,4,2017-02-25,프로폴리스,"['이', '거', '싸고', '너무', '좋아요', '잘쓸게요']"
451,처음써보는 건데 괜찮네요~~뭔가 쫀득해지는 피부가 좋아요ㅋ,5,2017-02-26,프로폴리스,"['처음', '써', '보는건데', '괜찮네요', '뭔가', '쫀득', '해지', '는', '피부', '가', '좋아요']"
452,계속 구매해서 사용 중인 제품입니다.,4,2017-02-26,프로폴리스,"['계속', '구매', '해서', '사용', '중', '인', '제품', '입니다']"
453,엄마께 선물했는데 보내주신 샘플도 잘 썼습니다.,5,2017-02-26,프로폴리스,"['엄마', '께', '선물', '했는데', '보내주신', '샘플', '도', '잘썼습니다']"
454,요새는 화장품 구매할때 싸이닉만 구매하게 됩니다,5,2017-02-26,프로폴리스,"['요새', '는', '화장품', '구매', '할', '때', '싸이', '닉', '만', '구매', '하', '게', '됩니다']"
455,사용하는 용도가 많아서 많이 구매했습니다 펑펑 쓰기도 좋네요,5,2017-02-26,프로폴리스,"['사용', '하는', '용도', '가', '많아서', '많이', '구매', '했습니다', '펑펑', '쓰기', '도', '좋네요']"
456,"배송 빠르네요. 늘 추운 겨울엔 대용량 올인원 크림만 사용햇었는데, 아쿠아 앰플 이후로 다시...수고하세요 보너스제품 땡큐 ^^""",4,2017-02-26,프로폴리스,"['배송', '빠르네요', '늘', '추운', '겨울', '엔', '대', '용량', '올인원', '크림', '만', '사용', '햇었', '는데', '아쿠아', '앰', '플', '이후', '로', '다시수고하세요', '보너스', '제품', '땡큐']"
457,좋은대 양이너무작네요,4,2017-02-26,프로폴리스,"['좋은', '대양', '이', '너무', '작네요']"
458,배송빠르구요 포장상태가 좋네요정말 싸게 좋은 상품 구매를 했습니다피부가 마니 건조했는데 잘 쓸게요만족합니다 추천합니다,5,2017-02-26,프로폴리스,"['배송', '빠르구요', '포장', '상태', '가', '좋네요', '정말', '싸게', '좋은', '상품', '구매', '를', '했습니다', '피부', '가마니', '건조했는데', '잘쓸게요', '만족합니다', '추천', '합니다']"
459,재주문해서 사용하는 제품입니다.,4,2017-02-26,프로폴리스,"['재주', '문해', '서사', '용하는', '제품', '입니다']"
460,싸게 잘삿어요 제품 매우 만족합니다 배송도 안전하게 빠르게 배송되었습니다 재구매의사있구요 감사합니다,5,2017-02-27,프로폴리스,"['싸게잘', '삿', '어', '요', '제품', '매우', '만족합니다', '배송', '도', '안전하게', '빠르게', '배송', '되었습니다', '재구매', '의사', '있구요', '감사합니다']"
461,생각보다 덜 끈적여요흡수도 잘 되고 같이 구매한 달팽이크림보다이 제품이 전 더 맘에 드네요~,4,2017-02-27,프로폴리스,"['생각', '보다', '덜끈', '적여요', '흡수', '도', '잘되', '고', '같이', '구매', '한', '달팽이', '크림', '보다', '이', '제품', '이전', '더맘', '에드', '네', '요']"
462,쓰던 제품이라 다시 재구매햇내요~손이구 어디에도 막쓰구 좋아여~~용향도 많구여,3,2017-02-27,프로폴리스,"['쓰던', '제품', '이라', '다시', '재구매', '햇', '내', '요손', '이구', '어디', '에도', '막', '쓰구', '좋아여', '용향', '도', '많구여']"
463,좋아여~^^,5,2017-02-27,프로폴리스,['좋아여']
464,좋아여~^^,5,2017-02-27,프로폴리스,['좋아여']
465,써보진 않았지만 데일리로 아낌없이 쓸수있을듯. 배송 빠르고 포장 꼼꼼해요,3,2017-02-27,프로폴리스,"['써', '보진', '않았지만', '데', '일리', '로', '아낌없이', '쓸수있을듯', '배송', '빠르고', '포장', '꼼꼼해요']"
466,앰플 3개 와 스킨1개 구입했는데 함께 온 사은품이..한동안 기초 걱정은 안해도 되겠네요~모두 쫀쫀하니 막 발라도 넉넉한 용량이예요,5,2017-02-27,프로폴리스,"['앰플', '개', '와', '스킨', '개', '구입', '했는데', '함께', '온', '사은', '품', '이', '한동안', '기초', '걱정', '은', '안해', '도', '되겠네요', '모두', '쫀쫀', '하', '니', '막', '발라', '도', '넉넉한', '용량', '이예', '요']"
467,2번째 구매. 만족한대요~ 피부가 좋아지고 있는 중,5,2017-02-27,프로폴리스,"['번', '째', '구매', '만족한', '대요', '피부', '가', '좋아지고있는', '중']"
468,좋아요 맘에들어오 잘쓸게요 저렴하게 구매한닷 같아서 너무 ？G아오 ㅎㅎ,5,2017-02-27,프로폴리스,"['좋아요', '맘', '에', '들어오', '잘쓸게요', '저렴하게', '구매', '한', '닷', '같아', '서너', '무아', '오']"
469,써본지 2틀 됐네요. 굉장히 부드럽긴 한데 더 써봐야할것 같아요.일단은 보드라운 느낌은 참 좋습니다.많이 파세요~~샘플로 주신 팩도 잘쓰겠습니다~~~^^,4,2017-02-28,프로폴리스,"['써', '본', '지', '틀', '됐네요', '굉장히', '부드럽긴', '한', '데더', '써', '봐', '야할것', '같아요', '일단', '은', '보드라운', '느낌', '은', '참', '좋습니다', '많이', '파세요', '샘플', '로', '주신', '팩', '도', '잘쓰겠습니다']"
470,사은품도 오고 고객만족에 정성을 다하는 싸이닉제품이 마음에 들고있음,5,2017-02-28,프로폴리스,"['사은', '품도오고', '고객', '만족', '에', '정성', '을', '다', '하는', '싸이', '닉', '제품', '이', '마음', '에', '들고있음']"
471,싸이닉 제품을 쓰면서 가격도 싸면서 품질은 좋다는 것을 느껴요. 입소문이 괜히 나는것이 아니네요. 발전하세요.,5,2017-02-28,프로폴리스,"['싸이', '닉', '제품', '을', '쓰면서', '가격', '도', '싸면서', '품질', '은', '좋다는', '것', '을', '느껴요', '입', '소문', '이', '괜히', '나', '는', '것', '이아', '니', '네', '요', '발전', '하세요']"
472,막쓰기 좋습니다. 듬뿍듬뿍 바르면서 사용하고 있습니다.,4,2017-02-28,프로폴리스,"['막', '쓰기', '좋습니다', '듬뿍듬뿍', '바르면서', '사용', '하고', '있습니다']"
