,나이,성별,건성,지성,모름,건조함,과잉피지,여드름,좁쌀,홍조&예민,복합성,기미&잡티,미백앰플,수분라이트,수분앰플,쑥앰플,진정앰플
718,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
719,5.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
720,3.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
721,3.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
722,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
723,4.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
724,2.0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1
725,5.0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
726,3.0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
727,2.0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
728,2.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
729,1.0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
730,2.0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
731,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
732,3.0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0
733,7.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
734,3.0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
735,3.0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0
736,2.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
737,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
738,2.0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
739,6.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
740,3.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1
741,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
742,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
743,2.0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
744,2.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
745,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
746,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
747,3.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
748,4.0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
749,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
750,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
751,2.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
752,3.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
753,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
754,4.0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1
755,4.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
756,2.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
757,3.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0
758,2.0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
759,3.0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1
760,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
761,2.0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1
762,6.0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1
763,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
764,5.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
765,8.0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1
766,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
767,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
768,5.0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
769,4.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
770,5.0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
771,3.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
772,3.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
773,4.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
774,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
775,3.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
776,7.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
777,3.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
778,4.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
779,5.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
780,5.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
781,2.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
782,2.0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
783,2.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
784,8.0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
785,2.0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
786,2.0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
787,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
788,8.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
789,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
790,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
791,4.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
792,2.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
793,2.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
794,7.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
795,2.0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
796,1.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
797,6.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
798,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
799,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
800,2.0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1
801,3.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
802,4.0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1
803,5.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
804,4.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
805,6.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
806,4.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
807,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
808,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
809,4.0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
810,5.0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
811,4.0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0
812,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
813,3.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
814,1.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
815,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
816,7.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
817,6.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
818,5.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
819,3.0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
820,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
821,3.0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
822,5.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
823,4.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
824,4.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
825,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
826,4.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
827,5.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
828,2.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
829,2.0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
830,4.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
831,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
832,2.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
833,3.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
834,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
835,5.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
836,5.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
837,5.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
838,2.0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
839,3.0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0
840,1.0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
841,3.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
842,3.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
843,3.0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
844,2.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
845,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
846,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
847,4.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
848,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
849,2.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
850,1.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
851,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
852,2.0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
853,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
854,3.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
855,3.0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1
856,2.0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
857,4.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
858,4.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
859,3.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
860,2.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
861,2.0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1
862,4.0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0
863,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
864,5.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
865,2.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
866,7.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
867,4.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
868,4.0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
869,6.0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
870,3.0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1
871,8.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
872,2.0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1
873,3.0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1
874,8.0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
875,3.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
876,3.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
877,2.0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
878,1.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
879,4.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
880,8.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
881,5.0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0
882,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
883,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
884,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
885,2.0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
886,6.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
887,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
888,4.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
889,5.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
890,2.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
891,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
892,5.0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0
893,2.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
894,3.0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
895,2.0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
896,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
897,3.0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
898,6.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
899,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
900,3.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
901,4.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
902,3.0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
903,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
904,3.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
905,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
906,2.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
907,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
908,6.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
909,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
910,5.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
911,5.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
912,4.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
913,4.0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1
914,5.0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
915,5.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
916,5.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
917,4.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
918,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
919,3.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
920,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
921,3.0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
922,3.0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
923,5.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
924,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
925,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
926,6.0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
927,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
928,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
929,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
930,5.0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
931,3.0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
932,7.0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
933,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
934,4.0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
935,5.0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
936,7.0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1
937,3.0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1
938,2.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
939,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
940,5.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
941,4.0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
942,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
943,4.0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
944,3.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
945,3.0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
946,2.0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1
947,4.0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
948,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
949,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
950,3.0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1
951,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
952,3.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
953,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
954,4.0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
955,3.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
956,5.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
957,6.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
958,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
959,3.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
960,4.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0
961,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
962,4.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0
963,6.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
964,6.0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
965,4.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
966,5.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
967,4.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
968,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
969,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
970,5.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
971,3.0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
972,3.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
973,4.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
974,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
975,3.0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1
976,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
977,4.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
978,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
979,5.0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0
980,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
981,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
982,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
983,4.0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
984,3.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1
985,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
986,6.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
987,3.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
988,5.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
989,2.0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
990,5.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
991,4.0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
992,4.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
993,3.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
994,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
995,5.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
996,2.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0
997,4.0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
998,4.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
999,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1000,3.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
1001,4.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
1002,3.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
1003,2.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
1004,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1005,2.0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
1006,2.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
1007,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1008,4.0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
1009,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1010,2.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1
1011,6.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
1012,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1013,6.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1014,4.0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0
1015,5.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1016,2.0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1
1017,2.0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
1018,3.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1019,6.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1020,3.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
1021,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1022,2.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
1023,2.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
1024,3.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1025,3.0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
1026,2.0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1
1027,3.0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
1028,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1029,3.0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1
1030,2.0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
1031,2.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1032,2.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1033,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1034,8.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
1035,3.0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
1036,8.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1037,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1038,2.0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
1039,2.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1040,2.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
1041,2.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1042,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1043,5.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1044,3.0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1
1045,4.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
1046,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1047,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1048,2.0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
1049,8.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1050,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1051,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1052,3.0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
1053,3.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1054,3.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1055,2.0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1
1056,4.0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
1057,3.0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
1058,5.0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
1059,3.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1060,2.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1
1061,3.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
1062,1.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1063,2.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1064,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1065,5.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
1066,3.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
1067,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1068,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1069,3.0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0
1070,3.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0
1071,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1072,2.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
1073,3.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1074,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1075,4.0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
1076,8.0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
1077,7.0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1
1078,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1079,7.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1080,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1081,5.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0
