,reviews,starpoint,date
61,별 생각없이 쓰기 시작했는데 정말 피부가 매끄러워집니다. 피부톤도 정리되고요. 가격이 비싸다는 평들이 있던데 인터넷 최저가로 사면 웬만한 로드샵과 별 차이는 없는 것 같습니다,100점,2020.01.15
62,한달 사용한 결과 데일리 앰플로는 괜찮은 거 같습니다. 다만 피부결이 미친듯이 좋아졌다 하는 것은 못 느끼는 것 같습니당. 피부에 큰 문제가 없다면 유지하기 위한 데일리 케어로는 좋은 거 같아요.,100점,2020.03.16
63,항상 홈쇼핑에서 구매했었는데 낮개로 구매하려고 ？O은결과 정말 싼 가격에 구입했어요. 가격이 너무 저렴해서 제품을 살짝 의심했었는데 제품 좋아요. 계속 구매예정입니다.,100점,2019.04.21
64,겨울에는 차앤박 필수죵!!! 토너로 피부결 정돈하고 쫀득한 콧물앰플 ??~~ 요거 쓸때랑 안쓸때랑 피부상태 차이가 많이 나는것 가타옹ㅋㅋㅋㅋ 미스트도 휴대하면서 같이 쓰니까 좋내영,100점,2021.01.22
65,"오일리하지않구여 금방흡수되는게 곰방쓰네여. 아침저녁으로 쓰다봄 금방쓰구여, 같이온미스트는 생각보다 훨씬좋아서 집에서 수시로 뿌리고있어여 차앤박꺼는 순한것같아서 데일리로 쓰기좋아요",100점,2020.07.26
66,여러번 재구매해서 쓰고 있는 제품입니다수분이 피부에 크림보다 오래 간직 되는 느낌입니다그런데 이번 제품 스포이드 빠지는 부분이 뻑뻑하네요여태 그런적은 없었는데...,80점,2019.06.03
67,두번째 사용중인데 순하고 끈적임 없이 흡수됨흡수 후 피부에 윤기가 흐름피부 타입별로 느낌이 다를 수 있겠지만내 피부엔 딱임~~!!,100점,2020.04.20
68,제가 나이가 있어서 그런지(40대후반) 이제품은 저에겐 약하네요흡수력은좋은데 보습력유지가 짧다고해야하나?암튼 저렴히 구입한거라 다른제품과 섞어쓰고있어요젊은 친구들에겐 괜찮을것도같아요,60점,2020.05.24
69,여기가 최저가 같아요!!쿠폰도 사용하고 배송비 붙어도 가장 최저가네요!!! 어버이날이라서 엄마한테 선물해주려고 샀어요~~향은 무향인데 인공향료를 쓰지 않은 착한 화장품이란증거 아닐까요!!??ㅎㅎ,100점,2019.05.08
70,"지금 같이 바람이 많이 불때 꼭 필요한 제품이에요. 보습력도 나쁘지않고, 발림성도 좋아서 꾸준히 사용하고 있어요. 그리고 프로폴리스 크림이랑 같이 사용하면 보습력이 더 좋더라구요!",100점,2020.04.24
